datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH406	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	control, Nested, Protected	GEO	GSE78059	GSM2065792	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
SBDH407	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	10nM 17β-estradiol for 6 hours, Nested, Protected	GEO	GSE78059	GSM2065793	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
SBDH408	Homo sapiens	HITS-CLIP	AGO1-4	MCF7	10nM 17β-estradiol for 24 hours, Nested, Protected	GEO	GSE78059	GSM2065794	hg19	-	-	-	Improvements to the HITS-CLIP protocol eliminate widespread mispriming artifacts
SBDH409	Homo sapiens	HITS-CLIP	ELAVL3	brain	nELAVL binding sites in human brain	GEO	GSE53695	GSE53695	hg19	Scheckel C, et al. Elife 2016	Scheckel C, Drapeau E, Frias MA, Park CY et al. Regulatory consequences of neuronal ELAV-like protein binding to coding and non-coding RNAs in human brain. Elife 2016 Feb 19;5.	26894958	nELAVL HITS-CLIP in Alzheimer's Disease patients
SBDH426	Homo sapiens	HITS-CLIP	ELAVL3	IMR-32	splicing and intron related peaks	GEO	GSE53696	GSE53696	hg19	Scheckel C, et al. Elife 2016	Scheckel C, Drapeau E, Frias MA, Park CY et al. Regulatory consequences of neuronal ELAV-like protein binding to coding and non-coding RNAs in human brain. Elife 2016 Feb 19;5.	26894958	nELAVL HITS-CLIP in IMR-32 neuroblastoma cells
SBDH435	Homo sapiens	iCLIP	TROVE2	GM12878	IFNa 1000 U/ml for 6 hours, ENCODE cell line B lymphocyte	GEO	GSE72500	GSM1863313	hg19	Hung T, et al. Science 2015	Hung T, Pratt GA, Sundararaman B, Townsend MJ et al. The Ro60 autoantigen binds endogenous retroelements and regulates inflammatory gene expression. Science 2015 Oct 23;350(6259):455-9	26382853	The Ro60 autoantigen binds endogenous retroelements and regulates inflammatory gene expression
SBDH436	Homo sapiens	iCLIP	TROVE2	K562	IFNa 1000 U/ml for 6 hours, ENCODE cell line lymphocyte	GEO	GSE72500	GSM1863314	hg19	Hung T, et al. Science 2015	Hung T, Pratt GA, Sundararaman B, Townsend MJ et al. The Ro60 autoantigen binds endogenous retroelements and regulates inflammatory gene expression. Science 2015 Oct 23;350(6259):455-9	26382853	The Ro60 autoantigen binds endogenous retroelements and regulates inflammatory gene expression
SBDH437	Homo sapiens	HITS-CLIP	DDX3X	HEK293T	neuronal, sc-81247, rep1	GEO	GSE59094	GSM1427357	hg19	Valentin-Vega YA, et al.Sci Rep 2016	Valentin-Vega YA, Wang YD, Parker M, Patmore DM et al. Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation.Sci Rep 2016 May 16;6:25996.	27180681	Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation
SBDH438	Homo sapiens	HITS-CLIP	DDX3X	HEK293T	neuronal, sc-81247, rep2	GEO	GSE59094	GSM1427358	hg19	Valentin-Vega YA, et al.Sci Rep 2016	Valentin-Vega YA, Wang YD, Parker M, Patmore DM et al. Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation.Sci Rep 2016 May 16;6:25996.	27180681	Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation
SBDH439	Homo sapiens	HITS-CLIP	DDX3X	HEK293T	neuronal, sc-81247, rep3	GEO	GSE59094	GSM1427359	hg19	Valentin-Vega YA, et al.Sci Rep 2016	Valentin-Vega YA, Wang YD, Parker M, Patmore DM et al. Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation.Sci Rep 2016 May 16;6:25996.	27180681	Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation
SBDH440	Homo sapiens	HITS-CLIP	DDX3X	HEK293T	neuronal, sc-81247, rep4	GEO	GSE59094	GSM1427360	hg19	Valentin-Vega YA, et al.Sci Rep 2016	Valentin-Vega YA, Wang YD, Parker M, Patmore DM et al. Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation.Sci Rep 2016 May 16;6:25996.	27180681	Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation
SBDH441	Homo sapiens	HITS-CLIP	MBNL2	brain	hippocampus, disease: control	GEO	GSE68890	GSE68890	hg19	Goodwin M,  et al. Cell Rep 2015 	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.	26257173	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.
SBDH444	Homo sapiens	HITS-CLIP	MBNL2	brain	hippocampus, disease: DM1	GEO	GSE68890	GSE68890	hg19	Goodwin M,  et al. Cell Rep 2015 	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.	26257173	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.
SBDH447	Homo sapiens	HITS-CLIP	MBNL2	brain	hippocampus, disease: DM2	GEO	GSE68890	GSE68890	hg19	Goodwin M,  et al. Cell Rep 2015 	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.	26257173	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.
SBDH450	Homo sapiens	HITS-CLIP	MBNL2	brain	frontal cortex, disease: control	GEO	GSE68890	GSE68890	hg19	Goodwin M,  et al. Cell Rep 2015 	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.	26257173	Goodwin M, Mohan A, Batra R, Lee KY et al. MBNL Sequestration by Toxic RNAs and RNA Misprocessing in the Myotonic Dystrophy Brain. Cell Rep 2015 Aug 18;12(7):1159-68.
SBDH456	Homo sapiens	HITS-CLIP	MSI2	NB4	NB4 cell line, rep1	GEO	GSE69583	GSM1704212	hg19	Rentas S, et al. Nature 2016	Rentas S, Holzapfel NT, Belew MS, Pratt GA et al. Musashi-2 attenuates AHR signalling to expand human haematopoietic stem cells. Nature 2016 Apr 28;532(7600):508-11.	27121842	Musashi-2 attenuates AHR signalling to expand human haematopoietic stem cells
SBDH457	Homo sapiens	HITS-CLIP	MSI2	NB4	NB4 cell line, rep2	GEO	GSE69583	GSM1704213	hg19	Rentas S, et al. Nature 2016	Rentas S, Holzapfel NT, Belew MS, Pratt GA et al. Musashi-2 attenuates AHR signalling to expand human haematopoietic stem cells. Nature 2016 Apr 28;532(7600):508-11.	27121842	Musashi-2 attenuates AHR signalling to expand human haematopoietic stem cells
SBDH458	Homo sapiens	HITS-CLIP	CELF2	JSL1	JSL1 T cells, RPMI, PMA-supplemented media, stimulated	GEO	GSE71264	GSE71264	hg19	-	-	-	-
SBDH459	Homo sapiens	HITS-CLIP	CELF2	JSL1	JSL1 T cells, RPMI, cell culture media alone, unstimulated	GEO	GSE71264	GSE71264	hg19	-	-	-	-
SBDH460	Homo sapiens	PAR-CLIP	IGF2BP2	MGG8	Glioma stem cells, rep1	GEO	GSE73845	GSM2051888	hg19	Degrauwe N, et al. Cell Rep 2016	Degrauwe N, Schlumpf TB, Janiszewska M, Martin P et al. The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing. Cell Rep 2016 May 24;15(8):1634-47.	27184842	The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing
SBDH461	Homo sapiens	PAR-CLIP	IGF2BP2	MGG8	Differentiated Glioma stem cells, rep1	GEO	GSE73845	GSM2051889	hg19	Degrauwe N, et al. Cell Rep 2016	Degrauwe N, Schlumpf TB, Janiszewska M, Martin P et al. The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing. Cell Rep 2016 May 24;15(8):1634-47.	27184842	The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing
SBDH462	Homo sapiens	PAR-CLIP	IGF2BP2	MGG8	Glioma stem cells, rep2	GEO	GSE73845	GSM2051890	hg19	Degrauwe N, et al. Cell Rep 2016	Degrauwe N, Schlumpf TB, Janiszewska M, Martin P et al. The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing. Cell Rep 2016 May 24;15(8):1634-47.	27184842	The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing
SBDH463	Homo sapiens	PAR-CLIP	IGF2BP2	MGG8	Differentiated Glioma stem cells, rep2	GEO	GSE73845	GSM2051891	hg19	Degrauwe N, et al. Cell Rep 2016	Degrauwe N, Schlumpf TB, Janiszewska M, Martin P et al. The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing. Cell Rep 2016 May 24;15(8):1634-47.	27184842	The RNA Binding Protein IMP2 Preserves Glioblastoma Stem Cells by Preventing let-7 Target Gene Silencing
SBDH464	Homo sapiens	PAR-CLIP	PUM1	HCT116	Colorectal cancer cell line, WT	GEO	GSE75439	GSM1960353	hg19	Lee S, Kopp F, et al. Cell 2016	Lee S, Kopp F, Chang TC, Sataluri A et al. Noncoding RNA NORAD Regulates Genomic Stability by Sequestering PUMILIO Proteins. Cell 2016 Jan 14;164(1-2):69-80.	26724866	Noncoding RNA NORAD Regulates Genomic Stability by Sequestering PUMILIO Proteins
SBDH465	Homo sapiens	PAR-CLIP	PUM1	HCT116	Colorectal cancer cell line, NORAD-KO	GEO	GSE75439	GSM1960354	hg19	Lee S, Kopp F, et al. Cell 2016	Lee S, Kopp F, Chang TC, Sataluri A et al. Noncoding RNA NORAD Regulates Genomic Stability by Sequestering PUMILIO Proteins. Cell 2016 Jan 14;164(1-2):69-80.	26724866	Noncoding RNA NORAD Regulates Genomic Stability by Sequestering PUMILIO Proteins
SBDH466	Homo sapiens	iCLIP	IGF2BP3	RS4;11	acute lymphoblastic leukemia, rep1	GEO	GSE76931	GSM2041043	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH467	Homo sapiens	iCLIP	IGF2BP3	RS4;11	acute lymphoblastic leukemia, rep2	GEO	GSE76931	GSM2041044	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH468	Homo sapiens	iCLIP	IGF2BP3	RS4;11	acute lymphoblastic leukemia, rep3	GEO	GSE76931	GSM2041045	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH469	Homo sapiens	iCLIP	IGF2BP3	REH	acute lymphocytic leukemia (non-T; non-B), rep1	GEO	GSE76931	GSM2041046	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH470	Homo sapiens	iCLIP	IGF2BP3	REH	acute lymphocytic leukemia (non-T; non-B), rep2	GEO	GSE76931	GSM2041047	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH471	Homo sapiens	iCLIP	IGF2BP3	REH	acute lymphocytic leukemia (non-T; non-B), rep3	GEO	GSE76931	GSM2041048	hg19	Palanichamy JK, et al. J Clin Invest 2016	Palanichamy JK, Tran TM, Howard JM, Contreras JR et al. RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation. J Clin Invest 2016 Apr 1;126(4):1495-511.	26974154	RNA-binding protein IGF2BP3 targeting of oncogenic transcripts promotes hematopoietic progenitor proliferation
SBDH472	Homo sapiens	iCLIP	IGF2BP3	PL45	Epithelial, Pancreatic ductal adenocarcinoma	GEO	GSE79147	GSE79147	hg19	Ennajdaoui H, et al. Cell Rep 2016	Ennajdaoui H, Howard JM, Sterne-Weiler T, Jahanbani F et al. IGF2BP3 Modulates the Interaction of Invasion-Associated Transcripts with RISC. Cell Rep 2016 May 31;15(9):1876-83.	27210763	IGF2BP3 Modulates the Interaction of Invasion-Associated Transcripts with RISC
SBDH473	Homo sapiens	iCLIP	IGF2BP3	PANC-1	Epithelial, Pancreatic epithelioid carcinoma	GEO	GSE79147	GSE79147	hg19	Ennajdaoui H, et al. Cell Rep 2016	Ennajdaoui H, Howard JM, Sterne-Weiler T, Jahanbani F et al. IGF2BP3 Modulates the Interaction of Invasion-Associated Transcripts with RISC. Cell Rep 2016 May 31;15(9):1876-83.	27210763	IGF2BP3 Modulates the Interaction of Invasion-Associated Transcripts with RISC
SBDH474	Homo sapiens	iCLIP	ACIN1	HeLa	anti-Acinus antibody, iCLIP_AciL	GEO	GSE81460	GSE81460	hg19	Rodor J, et al. RNA 2016	Rodor J, Pan Q, Blencowe BJ, Eyras E et al. The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation. RNA 2016 Sep;22(9):1411-26.	27365209	The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation
SBDH475	Homo sapiens	iCLIP	ACIN1	HeLa	anti-Acinus antibody, iCLIP_AciS	GEO	GSE81460	GSE81460	hg19	Rodor J, et al. RNA 2016	Rodor J, Pan Q, Blencowe BJ, Eyras E et al. The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation. RNA 2016 Sep;22(9):1411-26.	27365209	The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation
SBDH476	Homo sapiens	iCLIP	ACIN1	HeLa	Aci, common	GEO	GSE81460	GSE81460	hg19	Rodor J, et al. RNA 2016	Rodor J, Pan Q, Blencowe BJ, Eyras E et al. The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation. RNA 2016 Sep;22(9):1411-26.	27365209	The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation
SBDH477	Homo sapiens	iCLIP	ACIN1	HeLa	T7 Tag, iCLIP_T7_Aci	GEO	GSE81460	GSE81460	hg19	Rodor J, et al. RNA 2016	Rodor J, Pan Q, Blencowe BJ, Eyras E et al. The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation. RNA 2016 Sep;22(9):1411-26.	27365209	The RNA-binding profile of Acinus, a peripheral component of the exon junction complex, reveals its role in splicing regulation
SBDH478	Homo sapiens	HITS-CLIP	MBNL1	MDA-MB-231	female, breast cancer, rep1-2	GEO	GSE76486	GSE76486	hg19	Fish L, Pencheva N, Goodarzi H, Tran H et al.	Fish L, Pencheva N, Goodarzi H, Tran H et al. Muscleblind-like 1 suppresses breast cancer metastatic colonization and stabilizes metastasis suppressor transcripts. Genes Dev 2016 Feb 15;30(4):386-98.	26883358	Muscleblind-like 1 suppresses breast cancer metastatic colonization and stabilizes metastasis suppressor transcripts.
SBDH479	Homo sapiens	HITS-CLIP	FTO	HEK293	100 ng/ml Doxycycline for 24h, rep1-3	GEO	GSE79577	GSE79577	hg19	-	-	-	-
SBDH480	Homo sapiens	HITS-CLIP	DIS3L2	HEK293	Overexpressed DIS3L2 D391N mutant, rep1-3	GEO	GSE81536	GSE81536	hg19	Ustianenko D, Pasulka J, Feketova Z, Bednarik L et al.	Ustianenko D, Pasulka J, Feketova Z, Bednarik L et al. TUT-DIS3L2 is a mammalian surveillance pathway for aberrant structured non-coding RNAs. EMBO J 2016 Oct 17;35(20):2179-2191.	27647875	TUT-DIS3L2 is a mammalian surveillance pathway for aberrant structured non-coding RNAs. 
SBDH481	Homo sapiens	eCLIP	AGO2	HCT116	Human colorectal carcinoma, FH-AGO2_5xA	GEO	GSE89943	GSE89943	hg38	Golden RJ, Chen B, Li T, Braun J et al.	Golden RJ, Chen B, Li T, Braun J et al. An Argonaute phosphorylation cycle promotes microRNA-mediated silencing. Nature 2017 Feb 9;542(7640):197-202.	28114302	An Argonaute phosphorylation cycle promotes microRNA-mediated silencing.
SBDH482	Homo sapiens	eCLIP	AGO2	HCT116	Human colorectal carcinoma, FH-AGO2_WT	GEO	GSE89943	GSE89943	hg38	Golden RJ, Chen B, Li T, Braun J et al.	Golden RJ, Chen B, Li T, Braun J et al. An Argonaute phosphorylation cycle promotes microRNA-mediated silencing. Nature 2017 Feb 9;542(7640):197-202.	28114302	An Argonaute phosphorylation cycle promotes microRNA-mediated silencing.
SBDH483	Homo sapiens	HITS-CLIP	AGO1-4	Liver	teratoma-derived fibroblasts, low RNase I	GEO	GSE97056	GSE97056	hg38	Luna JM,et al. Mol Cell 2017	Luna JM, Barajas JM, Teng KY, Sun HL et al. Argonaute CLIP Defines a Deregulated miR-122-Bound Transcriptome that Correlates with Patient Survival in Human Liver Cancer. Mol Cell 2017 Aug 3;67(3):400-410.e7. PMID: 28735896	28735896	Argonaute CLIP Defines a Deregulated miR-122-Bound Transcriptome that Correlates with Patient Survival in Human Liver Cancer. 
SBDH484	Homo sapiens	PAR-CLIP	YTHDC2	HeLa	N terminal Flag-HA tagged YTHDC2, rep1-2	GEO	GSE98085	GSE98085	hg38	Hsu PJ, Zhu Y, Ma H, Guo Y et al.	Hsu PJ, Zhu Y, Ma H, Guo Y et al. Ythdc2 is an N<sup>6</sup>-methyladenosine binding protein that regulates mammalian spermatogenesis. Cell Res 2017 Sep;27(9):1115-1127.	28809393	Ythdc2 is an N<sup>6</sup>-methyladenosine binding protein that regulates mammalian spermatogenesis. 
SBDH485	Homo sapiens	PAR-CLIP	AGO2	HK-2	4-SU / 365 nm, cyclosporine A	GEO	GSE98670	GSE98670	hg19	Benway CJ, et al. Am J Transplant 2017	Benway CJ, Iacomini J. Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity. Am J Transplant 2017 Sep 19. 	28925592	 Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity.
SBDH486	Homo sapiens	PAR-CLIP	AGO2	HK-2	4-SU / 365 nm, vehicle control	GEO	GSE98670	GSE98670	hg19	Benway CJ, et al. Am J Transplant 2017	Benway CJ, Iacomini J. Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity. Am J Transplant 2017 Sep 19. 	28925592	 Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity.
SBDH487	Homo sapiens	PAR-CLIP	AGO1-4	HK-2	4-SU / 369 nm	GEO	GSE98670	GSE98670	hg19	Benway CJ, et al. Am J Transplant 2017	Benway CJ, Iacomini J. Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity. Am J Transplant 2017 Sep 19. 	28925592	 Defining a microRNA-mRNA interaction map for calcineurin inhibitor induced nephrotoxicity.
SBDH488	Homo sapiens	PAR-CLIP	YTHDC1	HeLa	Sigma anti-FLAG M2, rep2, run1-2	GEO	GSE74397	GSM1919503	hg19	Roundtree IA, Luo GZ, Zhang Z et al.	Roundtree IA, Luo GZ, Zhang Z, Wang X, Zhou T, Cui Y, Sha J, Huang X, GuerreroL, Xie P, He E, Shen B, He C. YTHDC1 mediates nuclear export of N(6)-methyladenosine methylated mRNAs. Elife. 2017 Oct 6. pii: e31311. doi:10.7554/eLife.31311	28984244	YTHDC1 mediates nuclear export of N6-methyladenosine methylated mRNAs
SBDH489	Homo sapiens	iCLIP	ELAVL1	Huvec	human umbilical vein endothelial cells, si-scrambled	GEO	GSE60217	GSM2033153	hg19	Stellos K, Gatsiou A, Stamatelopoulos K, Perisic Matic L et al.	Stellos K, Gatsiou A, Stamatelopoulos K, Perisic Matic L et al. Adenosine-to-inosine RNA editing controls cathepsin S expression in atherosclerosis by enabling HuR-mediated post-transcriptional regulation. Nat Med 2016 Oct;22(10):1140-1150.	27595325	Adenosine-to-inosine RNA editing controls cathepsin S expression in atherosclerosis by enabling HuR-mediated post-transcriptional regulation.
SBDH490	Homo sapiens	iCLIP	ELAVL1	Huvec	human umbilical vein endothelial cells, si-ADAR1	GEO	GSE60217	GSM2033154	hg19	Stellos K, Gatsiou A, Stamatelopoulos K, Perisic Matic L et al.	Stellos K, Gatsiou A, Stamatelopoulos K, Perisic Matic L et al. Adenosine-to-inosine RNA editing controls cathepsin S expression in atherosclerosis by enabling HuR-mediated post-transcriptional regulation. Nat Med 2016 Oct;22(10):1140-1150.	27595325	Adenosine-to-inosine RNA editing controls cathepsin S expression in atherosclerosis by enabling HuR-mediated post-transcriptional regulation.
SBDH491	Homo sapiens	PAR-CLIP	AGO2	EWS	Ewing Sarcoma cellinie, no doxycyclin, L1	GEO	GSE80493	GSM2128339	hg19	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al.	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al. The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma. Oncotarget 2017 Feb 14;8(7):10980-10993.	28030800	The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma.
SBDH492	Homo sapiens	PAR-CLIP	AGO2	EWS	Ewing Sarcoma cellinie, no doxycyclin, L3	GEO	GSE80493	GSM2128340	hg19	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al.	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al. The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma. Oncotarget 2017 Feb 14;8(7):10980-10993.	28030800	The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma.
SBDH493	Homo sapiens	PAR-CLIP	AGO2	EWS	Ewing Sarcoma cellinie, doxycycline induction: 53h, L7	GEO	GSE80493	GSM2128341	hg19	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al.	Schwentner R, Herrero-Martin D, Kauer MO, Mutz CN et al. The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma. Oncotarget 2017 Feb 14;8(7):10980-10993.	28030800	The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma.
SBDH494	Homo sapiens	iCLIP	HNRNPA1	HEK293T	control, rep1	GEO	GSE83923	GSM2221653	hg19	-	-	-	-
SBDH495	Homo sapiens	iCLIP	HNRNPA1	HEK293T	control, rep2	GEO	GSE83923	GSM2221654	hg19	-	-	-	-
SBDH496	Homo sapiens	iCLIP	HNRNPA1	HEK293T	T7-tagged hnRNP A1 overexpression, rep1	GEO	GSE83923	GSM2221655	hg19	-	-	-	-
SBDH497	Homo sapiens	iCLIP	HNRNPA1	HEK293T	T7-tagged hnRNP A1 overexpression, rep2	GEO	GSE83923	GSM2221656	hg19	-	-	-	-
SBDH498	Homo sapiens	iCLIP	U2AF2	HEK293T	control, rep1	GEO	GSE83923	GSM2221657	hg19	-	-	-	-
SBDH499	Homo sapiens	iCLIP	U2AF2	HEK293T	control, rep2	GEO	GSE83923	GSM2221658	hg19	-	-	-	-
SBDH500	Homo sapiens	iCLIP	U2AF2	HEK293T	control, rep3	GEO	GSE83923	GSM2221659	hg19	-	-	-	-
SBDH501	Homo sapiens	iCLIP	U2AF2	HEK293T	U2AF2_A1 overexpression, rep1	GEO	GSE83923	GSM2221660	hg19	-	-	-	-
SBDH502	Homo sapiens	iCLIP	U2AF2	HEK293T	U2AF2_A1 overexpression, rep2	GEO	GSE83923	GSM2221661	hg19	-	-	-	-
SBDH503	Homo sapiens	iCLIP	U2AF2	HEK293T	U2AF2_A1 overexpression, rep3	GEO	GSE83923	GSM2221662	hg19	-	-	-	-
SBDH504	Homo sapiens	iCLIP	SRSF1	HEK293T	control, rep1	GEO	GSE83923	GSM2221663	hg19	-	-	-	-
SBDH505	Homo sapiens	iCLIP	SRSF1	HEK293T	control, rep2	GEO	GSE83923	GSM2221664	hg19	-	-	-	-
SBDH506	Homo sapiens	iCLIP	SRSF1	HEK293T	control, rep3	GEO	GSE83923	GSM2221665	hg19	-	-	-	-
SBDH507	Homo sapiens	iCLIP	SRSF1	HEK293T	SRSF1_A1 overexpression, rep1	GEO	GSE83923	GSM2221666	hg19	-	-	-	-
SBDH508	Homo sapiens	iCLIP	SRSF1	HEK293T	SRSF1_A1 overexpression, rep2	GEO	GSE83923	GSM2221667	hg19	-	-	-	-
SBDH509	Homo sapiens	iCLIP	SRSF1	HEK293T	SRSF1_A1 overexpression, rep3	GEO	GSE83923	GSM2221668	hg19	-	-	-	-
SBDH510	Homo sapiens	iCLIP	RBFOX2	H9	H9 WT cells, anti-RBM9 (RBFOX2), rep1	GEO	GSE85851	GSM2285557	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH511	Homo sapiens	iCLIP	RBFOX2	H9	H9 WT cells, anti-RBM9 (RBFOX2), rep2	GEO	GSE85851	GSM2285558	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH512	Homo sapiens	iCLIP	RBFOX2	H9	H9 SPA P-KO cells, anti-RBM9 (RBFOX2), rep1	GEO	GSE85851	GSM2285559	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
